frame,time_sec,face_x,face_y,face_w,face_h,ear_right,ear_left,ear_avg,blink,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67
20,0.6694,203,170,203,175,0.309400,0.339416,0.324408,0,232.722,222.988,234.156,240.208,236.764,257.596,240.607,273.943,248.083,289.350,259.659,301.626,275.052,310.239,291.134,317.343,306.824,320.394,322.093,318.883,336.234,312.832,349.010,304.486,359.942,293.350,367.585,279.816,371.660,263.231,375.192,245.480,377.922,228.021,252.624,210.129,261.786,199.711,275.513,195.058,289.978,195.277,303.253,199.342,323.151,200.100,335.357,196.257,348.446,195.854,360.843,200.244,368.895,210.621,311.515,212.621,311.695,221.614,311.915,230.391,312.198,240.275,298.009,252.801,304.798,253.882,311.576,254.588,318.052,254.117,324.443,253.007,267.765,216.600,276.075,211.371,285.180,211.388,292.301,218.156,284.266,219.062,275.141,218.798,329.497,219.254,337.605,212.789,346.353,212.672,352.663,218.566,346.318,220.821,337.468,220.372,284.223,279.918,294.893,271.956,304.808,267.523,311.281,268.706,317.750,267.259,327.396,271.549,334.650,279.790,327.091,285.960,317.809,288.129,310.888,288.323,303.755,288.179,294.464,286.059,288.448,279.034,304.093,273.668,311.023,273.708,317.540,273.541,331.075,279.038,317.812,280.221,311.071,280.432,304.065,280.104
21,0.7029,209,153,199,192,0.316726,0.343923,0.330324,0,238.643,206.519,237.686,226.150,239.579,245.606,244.423,264.316,253.780,280.973,266.600,294.564,280.728,306.159,296.274,315.642,312.575,318.003,328.503,315.480,343.401,306.439,356.988,293.795,368.304,278.627,375.584,260.985,378.749,241.885,380.036,222.222,378.730,203.136,253.176,192.608,263.186,184.984,276.030,183.554,288.704,184.485,300.667,188.111,322.916,187.182,334.507,182.907,346.382,180.845,358.555,181.995,368.030,189.398,312.030,205.622,312.257,216.244,312.503,226.656,312.753,237.862,298.353,251.708,305.658,252.759,313.174,253.715,320.464,252.298,327.874,250.854,266.447,205.986,275.068,201.760,284.621,201.843,291.090,208.610,283.920,209.743,274.595,209.513,332.522,207.401,338.680,199.932,347.968,199.206,355.610,203.180,349.298,206.956,340.162,208.079,287.833,277.557,297.337,271.318,307.331,267.475,313.683,269.490,320.164,267.433,330.436,271.090,339.750,276.412,331.117,285.821,321.603,290.615,314.333,291.236,307.260,290.915,297.291,286.833,292.510,277.519,307.272,276.814,313.713,277.060,320.398,276.428,335.214,276.710,320.800,278.894,313.868,279.655,307.247,278.932
22,0.7364,206,161,200,183,0.318913,0.348007,0.333460,0,234.642,207.594,235.350,227.850,238.497,247.883,243.431,266.337,252.024,283.111,264.073,297.330,278.827,308.075,294.346,316.262,309.531,318.924,324.641,316.689,339.691,308.288,352.465,296.543,363.321,281.805,370.848,266.012,374.810,248.009,377.251,229.115,378.447,209.752,251.116,193.944,262.385,187.993,275.302,187.659,288.069,189.947,300.694,194.534,324.386,196.486,335.343,192.756,346.541,190.708,358.315,190.622,368.956,195.834,311.998,207.903,312.389,218.632,312.937,229.228,313.426,240.631,299.574,251.643,305.935,253.017,312.815,253.876,319.560,252.979,326.092,251.345,266.467,206.920,274.712,202.464,284.339,203.308,291.851,210.687,282.912,211.279,273.405,210.630,330.298,211.866,337.388,204.635,346.627,204.291,354.084,209.223,347.172,212.780,337.878,212.771,287.100,277.578,297.354,271.618,307.327,267.105,313.321,268.785,319.007,266.708,327.568,270.563,334.347,276.854,327.258,284.459,318.949,287.822,312.589,288.312,306.009,288.350,296.630,285.670,291.228,277.527,306.811,274.830,313.087,274.823,318.997,274.431,330.495,276.658,318.847,277.998,312.791,278.510,306.454,278.349
23,0.7699,203,166,199,176,0.269235,0.303414,0.286324,0,231.457,222.710,231.745,239.238,232.944,256.275,235.638,272.684,242.633,287.770,253.462,299.385,268.147,308.075,284.288,314.860,300.761,317.454,316.771,316.687,331.510,311.269,344.680,304.031,355.931,293.767,364.630,280.244,369.189,264.605,372.067,248.192,374.370,231.859,250.788,207.137,259.386,195.845,274.041,191.191,288.938,192.283,302.234,197.240,322.848,199.010,334.977,195.059,348.236,194.914,360.602,199.614,366.931,210.750,310.795,211.610,310.699,220.944,310.695,230.164,310.600,240.263,293.599,252.353,301.071,253.239,308.857,254.168,316.059,253.768,323.170,252.944,264.914,214.754,273.911,210.567,282.970,211.005,289.627,217.157,281.665,217.709,272.729,217.000,328.151,219.243,336.171,213.629,344.891,213.780,351.480,219.323,344.503,221.057,335.708,220.482,277.021,279.344,289.357,271.184,300.456,266.420,307.549,267.802,314.786,266.248,324.171,271.180,330.803,280.156,323.262,284.296,314.164,285.754,306.580,285.920,298.823,285.689,288.465,284.200,281.927,278.646,299.351,273.369,306.990,273.347,314.241,273.300,326.955,278.922,314.587,277.879,307.305,277.940,299.628,277.958
24,0.8033,213,152,193,192,0.313480,0.326546,0.320013,0,241.367,207.545,240.423,226.156,242.435,244.754,246.465,262.788,254.858,279.612,266.980,293.708,281.074,305.394,297.139,315.345,314.529,317.222,331.513,314.220,345.684,305.211,358.834,293.067,369.629,277.909,376.198,260.170,378.595,241.374,379.656,222.126,378.367,202.799,253.192,191.193,262.797,183.539,275.430,182.062,288.073,183.747,300.243,187.404,321.473,186.242,333.129,181.825,345.270,179.479,357.297,180.519,367.619,187.063,311.509,204.319,311.780,214.800,312.132,225.215,312.494,236.318,298.338,250.628,305.696,251.482,312.991,252.205,320.154,250.938,327.186,249.660,266.250,204.895,274.419,200.749,283.720,201.028,290.596,207.510,283.098,208.684,273.947,208.405,331.860,206.117,338.247,198.907,347.479,198.536,355.246,202.198,348.536,205.896,339.489,206.861,287.540,276.668,296.555,269.863,306.378,265.524,313.107,267.441,319.778,265.305,329.406,269.267,338.377,275.551,330.216,284.344,321.464,288.426,313.908,289.032,306.442,288.757,296.634,285.357,292.209,276.489,306.416,275.419,313.231,275.822,320.124,275.001,333.497,275.662,320.537,276.496,313.394,277.412,306.351,276.532
25,0.8368,210,159,197,185,0.336134,0.358847,0.347490,0,238.841,203.296,239.640,224.152,242.219,244.001,246.311,262.710,254.301,280.191,265.812,295.050,279.791,306.637,294.543,315.591,309.896,318.375,326.043,315.722,340.557,306.771,353.017,294.712,363.345,280.326,370.589,264.363,374.387,245.957,377.312,225.771,379.071,205.336,251.529,192.960,262.573,186.395,275.745,185.996,288.696,188.029,301.225,192.623,324.708,194.040,335.708,189.839,347.168,188.083,358.800,188.352,369.240,193.839,311.028,205.643,311.214,216.190,311.452,226.677,311.820,237.983,298.837,249.782,305.135,250.899,311.660,251.874,318.608,250.936,325.430,249.391,266.141,205.164,274.183,200.475,283.811,200.959,291.437,208.559,282.595,209.480,273.044,208.951,330.708,209.092,338.131,201.570,347.416,201.168,354.979,206.183,347.751,210.122,338.458,210.148,286.713,275.966,296.172,269.505,305.735,264.993,312.170,266.604,318.314,264.573,328.084,268.622,336.134,275.458,328.451,283.214,318.941,286.357,312.107,286.769,305.230,286.735,295.929,283.613,290.838,275.618,305.462,273.514,312.081,273.609,318.507,273.195,332.307,275.199,318.644,276.069,312.129,276.552,305.356,276.380
26,0.8703,206,169,198,170,0.338091,0.367088,0.352589,0,234.912,225.550,235.964,242.940,238.135,260.035,242.249,276.393,250.054,290.575,261.881,301.352,277.066,308.357,293.013,313.519,308.265,315.630,323.547,314.453,338.037,308.701,350.531,300.537,360.363,289.628,367.306,276.373,371.427,261.169,374.519,244.604,376.406,228.294,252.283,210.316,260.443,198.118,274.616,193.257,289.311,193.837,303.030,198.063,321.042,198.254,333.727,194.113,347.322,193.448,360.366,198.642,367.014,210.831,311.135,210.714,311.307,219.097,311.569,227.196,311.769,236.148,298.363,250.230,304.974,250.606,311.336,250.798,317.492,251.020,323.473,250.583,267.159,217.012,275.004,211.249,284.131,210.926,291.089,217.876,283.540,219.175,274.333,219.141,329.143,218.925,336.345,212.108,345.384,211.971,351.946,218.395,345.490,220.666,336.264,220.158,286.185,278.254,295.253,268.474,304.758,262.982,310.704,264.572,316.566,263.259,324.727,269.510,331.031,279.872,324.447,283.405,316.698,284.603,310.520,284.613,303.969,284.285,295.078,282.457,290.193,277.080,304.178,271.236,310.557,271.312,316.496,271.576,327.012,278.803,316.522,275.717,310.665,275.550,304.284,275.305
27,0.9038,209,151,198,190,0.308679,0.321807,0.315243,0,239.082,205.091,237.768,223.869,239.438,243.077,243.582,261.221,252.146,277.732,264.416,291.079,278.472,302.488,293.904,312.235,310.752,314.440,327.677,312.165,343.342,303.955,356.907,291.892,367.943,276.986,375.147,259.833,378.098,240.494,379.265,220.483,378.017,200.920,252.156,190.724,261.308,182.261,274.069,179.972,287.073,181.207,299.834,184.839,320.886,184.509,332.475,180.272,344.610,178.130,356.936,179.910,366.737,187.535,310.139,202.111,310.032,212.218,310.036,222.256,310.051,232.991,296.825,247.580,303.628,248.727,310.840,249.759,317.942,248.446,325.027,247.272,265.740,202.837,273.773,198.642,283.073,198.956,290.073,205.563,282.518,206.451,273.313,206.229,330.762,204.580,337.295,197.506,346.547,196.939,354.025,200.788,347.634,204.262,338.537,205.172,286.507,273.456,295.732,267.311,304.728,263.280,311.281,265.160,317.650,263.200,327.337,266.960,337.256,273.112,328.185,282.111,319.233,286.102,312.032,286.555,304.686,286.311,295.495,282.659,290.961,273.398,304.774,272.751,311.491,273.134,318.009,272.521,333.075,273.317,318.306,274.476,311.620,274.949,304.653,274.125
28,0.9372,203,157,203,183,0.303896,0.328429,0.316162,0,232.629,205.182,233.444,225.609,236.640,245.707,241.754,264.627,251.191,281.104,264.036,294.453,279.041,304.953,294.650,312.392,310.367,314.382,325.632,311.290,340.230,302.774,352.240,290.491,362.406,276.502,370.005,260.865,374.361,242.805,377.068,223.509,377.879,203.964,248.367,191.591,259.646,185.064,272.849,184.234,285.907,185.843,299.040,189.712,323.050,189.901,334.133,185.754,345.715,183.784,357.642,183.792,368.664,188.929,310.794,202.959,311.251,214.219,311.817,225.356,312.378,237.219,298.013,247.765,304.794,249.048,311.873,249.802,318.947,248.839,325.699,246.971,263.713,203.609,272.343,199.322,282.086,199.804,289.669,206.804,280.872,207.634,271.163,207.206,329.854,206.620,337.339,199.459,346.648,198.656,354.593,202.880,347.581,206.940,338.189,207.513,285.250,273.622,295.520,266.736,305.694,262.167,312.447,263.563,318.825,261.650,328.021,265.381,335.984,271.815,328.331,280.631,319.372,284.146,312.434,284.665,305.084,284.527,295.202,281.479,289.143,273.021,305.467,269.660,312.436,269.731,319.028,269.142,331.960,271.710,319.169,273.983,312.450,274.773,305.321,274.446
29,0.9707,205,167,196,169,0.261609,0.282536,0.272072,0,233.192,230.209,234.407,245.966,237.135,261.789,241.627,277.176,249.318,290.617,261.012,300.761,276.574,306.900,293.170,311.628,308.801,312.905,324.005,310.966,338.127,305.555,350.675,298.268,360.420,287.684,366.918,274.046,370.390,258.930,372.576,243.039,373.742,228.096,251.350,210.126,259.182,198.675,272.869,193.353,287.589,193.451,300.660,198.374,318.928,197.827,330.840,192.330,344.843,191.298,357.722,196.041,364.319,207.236,309.265,210.633,309.771,217.646,310.337,224.551,310.980,232.323,297.112,247.830,304.003,247.985,310.966,248.301,317.202,247.660,323.488,246.674,264.797,219.835,272.815,214.379,281.759,213.674,290.156,218.797,281.785,220.436,272.775,220.897,326.997,218.062,334.694,212.572,343.381,212.184,350.528,217.264,343.619,219.061,334.734,218.994,282.771,276.878,293.543,266.325,303.913,260.393,310.797,261.326,317.044,259.655,326.843,264.625,335.252,274.601,327.004,280.598,317.865,282.340,310.971,282.735,303.593,283.049,293.685,282.009,287.180,275.412,303.521,267.496,310.761,267.293,317.139,266.956,331.026,273.661,317.632,275.129,311.117,275.460,303.707,275.534
30,1.0042,210,148,197,191,0.283988,0.301641,0.292815,0,239.869,203.162,238.563,221.840,240.632,240.330,244.992,258.055,253.207,274.430,265.097,288.475,278.775,300.330,293.975,310.061,311.177,312.584,327.799,310.032,342.843,301.275,356.373,289.479,367.562,274.379,374.879,256.569,377.431,237.328,379.004,217.356,378.009,197.478,252.726,186.534,262.843,179.426,275.165,178.356,287.313,179.409,298.961,183.097,322.033,181.729,333.241,177.620,344.767,175.554,356.572,176.437,366.401,182.634,310.862,199.847,311.084,210.107,311.398,220.315,311.681,231.241,297.887,245.298,304.962,246.488,312.377,247.325,319.573,245.874,326.461,244.371,266.047,201.014,274.450,197.014,283.751,197.005,290.885,202.998,283.301,204.060,274.040,204.086,331.002,201.580,337.839,195.004,346.894,194.637,354.514,198.353,347.677,201.625,338.720,202.236,287.813,271.401,296.763,264.859,305.687,260.562,312.465,262.509,319.080,260.316,328.389,264.172,337.465,270.425,329.197,279.489,320.481,283.950,312.974,284.696,305.530,284.065,296.609,280.159,292.138,271.397,305.737,270.276,312.545,270.609,319.367,269.943,333.296,270.508,319.602,271.666,312.534,272.410,305.521,271.431
31,1.0376,208,154,199,184,0.294268,0.316369,0.305318,0,236.891,203.647,236.837,223.178,239.394,242.855,243.953,261.261,252.246,277.960,264.329,291.765,278.569,301.839,294.194,310.089,310.661,312.760,326.881,309.596,342.017,301.786,355.286,290.325,365.945,276.178,372.926,259.716,376.694,241.437,379.287,221.458,379.805,201.800,250.755,189.879,260.962,182.411,274.185,181.024,287.403,182.865,299.937,186.998,322.659,186.462,334.035,182.438,345.660,180.539,358.082,180.622,369.060,186.415,310.699,201.586,310.874,212.233,311.206,222.749,311.426,233.937,298.123,246.253,304.767,247.171,311.700,247.782,318.608,246.571,325.616,245.128,265.216,201.676,273.686,197.698,283.152,197.955,290.628,204.756,282.058,205.484,272.622,205.079,330.954,204.515,338.132,197.491,347.356,196.725,355.403,200.623,348.391,204.606,339.083,205.148,286.627,272.311,295.896,265.680,305.358,261.376,312.290,263.030,318.692,260.984,328.872,264.687,337.591,270.899,329.292,278.537,319.974,281.528,312.783,282.061,305.236,281.795,295.864,278.758,290.851,271.941,305.225,270.583,312.306,270.924,318.990,270.177,333.673,270.777,319.538,270.920,312.694,271.497,305.428,271.175
32,1.0711,207,165,196,172,0.292799,0.319214,0.306007,0,235.720,219.502,237.408,236.680,239.722,253.508,243.325,269.344,250.794,284.155,262.107,295.529,276.895,304.303,292.576,310.849,308.880,313.126,325.006,311.373,339.708,304.963,352.559,295.574,362.335,283.893,368.823,269.691,371.368,253.532,373.765,236.424,375.991,220.025,254.278,204.830,262.503,195.496,275.288,190.816,288.580,190.932,301.178,194.446,320.683,194.336,333.098,190.345,346.284,189.790,358.838,193.671,366.384,203.950,310.039,205.266,310.052,214.095,310.211,222.755,310.434,232.464,296.938,244.800,303.501,245.953,310.496,246.816,317.232,246.076,323.697,244.600,267.498,211.261,275.325,206.243,283.893,206.012,290.958,212.039,283.381,212.916,274.658,213.033,327.832,211.897,335.348,205.607,343.974,205.364,350.413,210.699,344.065,212.819,335.336,212.589,285.984,272.731,295.176,264.434,304.495,259.965,310.710,261.091,317.228,259.567,326.958,263.694,334.909,271.646,327.601,278.644,318.542,281.239,311.696,281.381,304.606,281.205,295.681,279.043,290.293,271.804,304.122,266.131,310.773,266.211,317.342,265.943,331.061,270.915,318.074,272.911,311.499,273.322,304.589,272.853
33,1.1046,210,146,196,191,0.317847,0.323261,0.320554,0,239.562,204.455,238.503,222.792,240.474,241.254,245.057,258.971,254.149,275.058,266.438,288.382,280.927,299.552,296.863,308.582,313.116,310.581,328.964,308.095,343.900,299.659,357.544,287.527,368.468,272.462,375.305,254.725,377.796,235.773,378.946,216.031,377.797,197.136,251.588,189.136,260.614,180.215,273.932,177.551,287.278,178.159,300.399,181.518,320.089,180.349,332.202,175.892,344.898,173.625,357.358,175.076,367.324,182.559,310.322,198.978,310.607,209.396,310.885,219.588,311.171,230.434,297.480,244.606,304.624,245.539,312.058,246.406,319.279,244.938,326.596,243.432,265.731,200.660,274.026,196.218,283.400,195.980,290.264,202.625,282.962,203.915,273.762,203.912,331.292,200.892,337.703,193.636,347.136,192.960,354.859,196.843,348.219,200.472,338.967,201.404,288.294,270.638,296.946,263.676,306.173,259.583,312.932,261.402,319.396,259.465,328.973,263.341,338.450,269.715,329.759,278.428,320.944,282.877,313.575,283.577,306.130,283.202,297.340,279.512,292.783,270.272,306.314,269.596,313.131,270.012,319.877,269.249,333.755,269.800,319.982,270.538,312.984,271.418,305.983,270.421
34,1.1381,210,153,196,185,0.281493,0.292296,0.286895,0,238.943,202.649,238.990,222.520,241.952,241.834,245.981,259.924,254.129,276.614,266.235,290.608,280.521,301.566,295.822,309.867,312.401,312.363,328.464,309.412,343.564,301.500,356.440,289.553,366.404,275.032,372.392,258.617,375.719,239.950,378.228,220.221,378.550,200.583,251.117,186.977,261.575,179.686,274.777,179.138,287.488,181.667,299.448,186.539,323.597,186.102,334.791,181.487,346.056,179.095,358.581,179.188,369.051,185.299,310.700,199.617,310.976,210.803,311.332,222.055,311.630,233.820,297.992,244.772,304.878,246.133,311.918,247.113,319.222,245.697,326.214,243.991,265.468,199.980,273.788,196.268,282.961,196.808,290.694,203.229,282.156,203.783,272.932,203.516,331.276,202.869,338.479,196.309,347.405,195.530,355.289,199.052,348.298,202.682,339.354,203.261,286.884,270.908,296.010,264.623,305.395,260.310,312.775,262.118,319.906,259.969,329.941,263.618,338.233,269.540,330.625,277.773,321.666,281.418,313.611,282.104,305.630,281.796,296.180,278.241,290.936,271.001,305.462,268.970,312.960,269.291,320.438,268.677,334.195,269.857,320.949,270.946,313.305,271.571,305.618,271.079
35,1.1715,208,162,198,176,0.253799,0.276597,0.265198,0,236.442,212.647,238.233,231.111,240.611,249.423,244.695,266.423,252.816,281.932,264.969,294.405,279.767,304.053,295.650,311.426,312.061,313.489,328.239,311.115,342.703,303.574,355.058,293.340,365.225,280.484,371.807,265.530,374.729,248.550,376.733,230.168,378.256,212.295,253.342,202.930,261.902,193.451,274.757,188.623,288.625,188.553,301.573,192.196,320.605,192.171,332.962,188.303,345.924,187.695,358.468,191.818,366.614,201.334,310.224,203.629,310.445,213.472,310.755,223.232,311.083,233.953,297.958,245.060,304.501,246.100,311.362,246.789,318.235,246.075,324.767,244.425,268.299,208.462,275.849,204.585,283.950,204.396,291.289,209.432,283.579,210.279,275.294,210.345,328.320,209.016,335.535,203.771,343.693,203.527,350.320,207.753,343.858,209.839,335.594,209.647,286.578,272.417,295.668,264.799,304.800,260.608,311.939,261.794,318.750,260.112,328.733,263.657,337.475,270.754,329.732,277.891,320.254,280.720,312.997,281.164,305.214,280.770,296.339,278.286,290.578,271.583,304.503,266.317,311.957,266.520,318.875,266.168,334.033,270.321,319.826,272.875,312.874,273.317,305.187,272.826
36,1.2050,207,146,199,191,0.291561,0.305820,0.298691,0,236.188,205.350,235.260,223.837,236.690,242.382,240.951,260.083,250.039,275.908,263.001,289.027,278.046,299.566,294.399,308.836,311.489,310.835,327.542,308.242,342.076,299.913,356.113,288.569,367.416,273.972,374.434,256.653,377.080,238.234,378.421,218.857,377.838,199.571,251.431,187.931,261.271,179.773,274.209,177.560,287.346,178.020,300.123,181.323,320.776,180.293,332.916,175.765,345.502,173.642,357.630,175.423,367.647,182.797,310.510,198.768,310.893,209.100,311.262,219.205,311.664,229.868,297.460,244.594,304.513,245.524,311.994,246.191,319.158,244.877,326.413,243.330,265.631,200.820,274.203,196.513,283.372,196.298,290.493,202.640,282.736,203.707,273.664,203.592,330.571,201.240,337.499,194.103,346.702,193.437,354.518,197.240,347.656,200.624,338.610,201.620,287.329,271.131,296.240,264.280,305.908,259.669,312.564,261.650,318.770,259.517,328.067,263.410,336.470,269.909,328.276,278.231,319.700,282.422,312.732,283.190,305.381,282.866,296.278,279.278,291.896,270.872,305.893,269.781,312.644,270.139,319.028,269.254,331.950,270.107,319.080,270.581,312.503,271.531,305.620,270.745
37,1.2385,215,153,191,185,0.290459,0.299107,0.294783,0,242.454,201.893,243.252,221.867,246.158,240.789,249.999,258.826,257.678,275.560,268.492,290.024,281.405,301.671,296.126,309.795,312.615,312.040,328.530,309.417,343.834,301.059,356.739,289.288,366.960,274.782,373.812,258.137,377.145,240.136,379.148,220.909,379.522,201.353,252.951,187.999,262.921,181.141,275.702,180.763,288.287,182.675,299.902,187.137,323.431,187.203,334.578,182.437,346.203,179.879,358.823,179.671,369.177,186.100,311.183,199.706,311.552,211.307,311.921,222.888,312.207,234.877,298.392,244.596,305.271,246.186,312.556,247.241,319.874,245.685,326.701,243.574,267.162,200.225,275.177,196.356,284.228,196.890,291.379,203.092,283.366,203.766,274.367,203.547,331.438,202.704,338.439,196.132,347.388,195.385,355.220,198.878,348.223,202.537,339.312,203.289,287.478,271.252,296.514,264.993,306.339,260.554,313.298,262.028,320.282,259.856,330.026,263.074,338.756,268.849,331.371,277.666,322.618,281.662,314.671,282.500,307.176,282.517,297.219,279.293,291.479,270.992,306.303,267.970,313.411,268.117,320.736,267.218,334.814,269.066,321.844,271.908,314.398,272.655,307.018,272.420
38,1.2720,213,164,193,172,0.303367,0.327528,0.315448,0,240.571,211.031,241.577,229.120,243.810,247.335,247.406,264.684,255.346,280.222,267.168,292.727,281.095,302.545,295.696,310.069,312.130,312.183,328.274,309.736,342.512,301.386,354.812,290.646,364.860,277.977,371.785,263.209,375.117,246.671,377.574,228.672,379.082,211.406,255.767,201.987,264.318,192.296,277.110,188.948,290.482,189.996,303.216,193.695,321.904,193.143,334.340,188.871,346.898,188.223,359.162,191.294,367.418,200.755,311.754,204.029,311.891,213.950,312.151,223.569,312.480,234.018,298.943,244.477,305.884,245.949,312.914,246.973,319.993,245.978,326.572,244.251,270.028,207.585,277.826,203.356,286.258,203.252,293.353,208.990,285.743,210.289,277.127,210.443,330.143,208.658,336.710,202.725,345.209,202.466,351.973,207.004,345.574,209.802,337.118,209.709,288.423,271.123,297.257,263.909,306.279,259.208,313.171,260.606,320.414,258.820,329.433,263.081,337.015,270.361,330.439,277.395,321.874,280.664,314.254,281.217,306.639,280.880,297.672,277.964,292.309,270.263,306.101,266.860,313.184,267.128,320.658,266.521,333.304,269.996,321.387,271.154,313.967,271.810,306.567,271.255
