video_id,feature,n_frames,open_mean,closed_mean,gap_open_minus_closed,separation_rough,acc_if_open_high,best_acc_allow_flip,direction
WIN_20260414_20_31_10_Pro,dark_ratio_fixed,729,0.11096033445004364,0.09740468615667526,0.013555648293368375,0.31348840452656074,0.5596707818930041,0.5596707818930041,open_high
WIN_20260414_20_41_42_Pro,dark_ratio_fixed,669,0.10150680450172224,0.033291703737481054,0.06821510076424118,4.017730330703797,0.9372197309417041,0.9372197309417041,open_high
WIN_20260414_20_42_23_Pro,dark_ratio_fixed,642,0.10430476133154785,0.030365562748745575,0.07393919858280228,4.357920593582068,0.9532710280373832,0.9532710280373832,open_high
WIN_20260414_21_29_13_Pro,dark_ratio_fixed,642,0.31930005412662543,0.3070944622753992,0.012205591851226216,0.27160733178664137,0.5981308411214953,0.5981308411214953,open_high
test1,dark_ratio_fixed,385,0.17981121040353543,0.1332742714989499,0.04653693890458552,1.6198233714759533,0.8389610389610389,0.8389610389610389,open_high
test2,dark_ratio_fixed,623,0.15901963032403704,0.1404082251082251,0.01861140521581195,0.4927831359440841,0.6436597110754414,0.6436597110754414,open_high
test3,dark_ratio_fixed,635,0.06238611986186023,0.05850460715073935,0.003881512711120881,0.25766175134267494,0.5543307086614173,0.5543307086614173,open_high
test4,dark_ratio_fixed,613,0.08267030851932385,0.11468901174183274,-0.032018703222508896,-0.7386576509002202,0.30505709624796085,0.6949429037520392,closed_high
11,h_edge_density,1110,0.042148752601155776,0.003515554663113408,0.03863319793804237,4.119767667882815,0.9369369369369369,0.9369369369369369,open_high
22,h_edge_density,924,0.0001613783761131008,0.0,0.0001613783761131008,0.768274528816549,0.5551948051948052,0.5551948051948052,open_high
33,h_edge_density,639,0.02298358014136489,0.01513544609018403,0.007848134051180858,1.0383435840146886,0.6541471048513302,0.6541471048513302,open_high
WIN_20260414_20_31_10_Pro,h_edge_density,729,0.023023698085152464,0.0056675935411198575,0.017356104544032608,1.1940634896318687,0.757201646090535,0.757201646090535,open_high
WIN_20260414_20_41_42_Pro,h_edge_density,669,0.0130604252069267,0.005456579665756068,0.007603845541170632,2.012163599739868,0.8026905829596412,0.8026905829596412,open_high
WIN_20260414_20_42_23_Pro,h_edge_density,642,0.06459507819834079,0.00969028544270104,0.054904792755639746,5.231193275724251,0.9532710280373832,0.9532710280373832,open_high
WIN_20260414_21_29_13_Pro,h_edge_density,642,0.0034959385648590854,8.503401360544218e-05,0.003410904551253643,0.886252251833292,0.6308411214953271,0.6308411214953271,open_high
test1,h_edge_density,385,0.023448071395225867,0.0018279888783485907,0.021620082516877276,1.7601125293342255,0.7948051948051948,0.7948051948051948,open_high
test2,h_edge_density,623,0.02700975152001308,0.018984185767629964,0.008025565752383116,0.27537539688148877,0.7223113964686998,0.7223113964686998,open_high
test3,h_edge_density,635,0.0889973791311209,0.029978101056821044,0.05901927807429985,3.030438962143459,0.8708661417322835,0.8708661417322835,open_high
test4,h_edge_density,613,0.005104865764741198,0.006109762648247333,-0.0010048968835061345,-0.14544801776513452,0.4192495921696574,0.5807504078303426,closed_high
11,largest_blob_area_fixed,1110,0.20742826267419082,0.16654788512184124,0.04088037755234958,0.7668784644324349,0.8036036036036036,0.8036036036036036,open_high
22,largest_blob_area_fixed,924,0.18498805340294022,0.06614517896847244,0.11884287443446778,2.8692050366062154,0.935064935064935,0.935064935064935,open_high
33,largest_blob_area_fixed,639,0.1379246760268658,0.1253200043086524,0.012604671718213417,0.3000925413303905,0.6338028169014085,0.6338028169014085,open_high
